accession	study	object_status	bioproject_accession	biosample_accession	sample_name	filename	filename2	title	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype
SRR13740364	SRP307019	new	PRJNA695570	SAMN17618509	C0595_1F_1A	C0595-1F-1A_pair1.fastq.gz	C0595-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 595, timepoint 1	C0595_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740353	SRP307019	new	PRJNA695570	SAMN17618510	C0201_5F_1A	C0201-5F-1A_pair1.fastq.gz	C0201-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 201, timepoint 5	C0201_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740342	SRP307019	new	PRJNA695570	SAMN17618511	C0596_1F_1A	C0596-1F-1A_pair1.fastq.gz	C0596-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 596, timepoint 1	C0596_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740331	SRP307019	new	PRJNA695570	SAMN17618512	C0597_1F_1A	C0597-1F-1A_pair1.fastq.gz	C0597-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 597, timepoint 1	C0597_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740320	SRP307019	new	PRJNA695570	SAMN17618513	C0514_1F_1A	C0514-1F-1A_pair1.fastq.gz	C0514-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 514, timepoint 1	C0514_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740309	SRP307019	new	PRJNA695570	SAMN17618514	C0550_1F_1A	C0550-1F-1A_pair1.fastq.gz	C0550-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 550, timepoint 1	C0550_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740298	SRP307019	new	PRJNA695570	SAMN17618515	C0601_1F_1A	C0601-1F-1A_pair1.fastq.gz	C0601-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 601, timepoint 1	C0601_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740287	SRP307019	new	PRJNA695570	SAMN17618516	C0603_1F_1A	C0603-1F-1A_pair1.fastq.gz	C0603-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 603, timepoint 1	C0603_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740276	SRP307019	new	PRJNA695570	SAMN17618517	C2018_1F_1A	C2018-1F-1A_pair1.fastq.gz	C2018-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 2018, timepoint 1	C2018_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740264	SRP307019	new	PRJNA695570	SAMN17618518	C0551_1F_1A	C0551-1F-1A_pair1.fastq.gz	C0551-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 551, timepoint 1	C0551_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740253	SRP307019	new	PRJNA695570	SAMN17618519	C0592_1F_1A	C0592-1F-1A_pair1.fastq.gz	C0592-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 592, timepoint 1	C0592_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740242	SRP307019	new	PRJNA695570	SAMN17618520	C0593_1F_1A	C0593-1F-1A_pair1.fastq.gz	C0593-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 593, timepoint 1	C0593_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739721	SRP307019	new	PRJNA695570	SAMN17618521	C0600_1F_1A	C0600-1F-1A_pair1.fastq.gz	C0600-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 600, timepoint 1	C0600_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739710	SRP307019	new	PRJNA695570	SAMN17618522	C0607_1F_1A	C0607-1F-1A_pair1.fastq.gz	C0607-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 607, timepoint 1	C0607_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739699	SRP307019	new	PRJNA695570	SAMN17618523	C0537_1F_1A	C0537-1F-1A_pair1.fastq.gz	C0537-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 537, timepoint 1	C0537_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739688	SRP307019	new	PRJNA695570	SAMN17618524	C0610_1F_1A	C0610-1F-1A_pair1.fastq.gz	C0610-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 610, timepoint 1	C0610_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739653	SRP307019	new	PRJNA695570	SAMN17618525	C0577_1F_1A	C0577-1F-1A_pair1.fastq.gz	C0577-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 577, timepoint 1	C0577_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739642	SRP307019	new	PRJNA695570	SAMN17618526	C0578_1F_1A	C0578-1F-1A_pair1.fastq.gz	C0578-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 578, timepoint 1	C0578_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739607	SRP307019	new	PRJNA695570	SAMN17618527	C0579_1F_1A	C0579-1F-1A_pair1.fastq.gz	C0579-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 579, timepoint 1	C0579_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739595	SRP307019	new	PRJNA695570	SAMN17618528	C0307_4F_1A	C0307-4F-1A_pair1.fastq.gz	C0307-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 307, timepoint 4	C0307_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739584	SRP307019	new	PRJNA695570	SAMN17618529	C0308_5F_1A	C0308-5F-1A_pair1.fastq.gz	C0308-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 308, timepoint 5	C0308_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739573	SRP307019	new	PRJNA695570	SAMN17618530	C0608_1F_1A	C0608-1F-1A_pair1.fastq.gz	C0608-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 608, timepoint 1	C0608_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739538	SRP307019	new	PRJNA695570	SAMN17618531	C0611_1F_1A	C0611-1F-1A_pair1.fastq.gz	C0611-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 611, timepoint 1	C0611_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739527	SRP307019	new	PRJNA695570	SAMN17618532	C0621_1F_1A	C0621-1F-1A_pair1.fastq.gz	C0621-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 621, timepoint 1	C0621_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739936	SRP307019	new	PRJNA695570	SAMN17618533	C0615_1F_1A	C0615-1F-1A_pair1.fastq.gz	C0615-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 615, timepoint 1	C0615_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739925	SRP307019	new	PRJNA695570	SAMN17618534	C0420_4F_1A	C0420-4F-1A_pair1.fastq.gz	C0420-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 420, timepoint 4	C0420_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739914	SRP307019	new	PRJNA695570	SAMN17618535	C0403_3F_1A	C0403-3F-1A_pair1.fastq.gz	C0403-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 403, timepoint 3	C0403_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739879	SRP307019	new	PRJNA695570	SAMN17618536	C0404_3F_1A	C0404-3F-1A_pair1.fastq.gz	C0404-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 404, timepoint 3	C0404_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739868	SRP307019	new	PRJNA695570	SAMN17618537	C0627_1F_1A	C0627-1F-1A_pair1.fastq.gz	C0627-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 627, timepoint 1	C0627_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739832	SRP307019	new	PRJNA695570	SAMN17618538	C0093_3F_1A	C0093-3F-1A_pair1.fastq.gz	C0093-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 93, timepoint 3	C0093_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739821	SRP307019	new	PRJNA695570	SAMN17618539	C0159_5F_1A	C0159-5F-1A_pair1.fastq.gz	C0159-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 159, timepoint 5	C0159_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739810	SRP307019	new	PRJNA695570	SAMN17618540	C0132_4F_1A	C0132-4F-1A_pair1.fastq.gz	C0132-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 132, timepoint 4	C0132_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739799	SRP307019	new	PRJNA695570	SAMN17618541	C0634_1F_3A	C0634-1F-3A_pair1.fastq.gz	C0634-1F-3A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 634, timepoint 1	C0634_1F_3A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739764	SRP307019	new	PRJNA695570	SAMN17618542	C0337_3F_1A	C0337-3F-1A_pair1.fastq.gz	C0337-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 337, timepoint 3	C0337_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739753	SRP307019	new	PRJNA695570	SAMN17618543	C0641_1F_1A	C0641-1F-1A_pair1.fastq.gz	C0641-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 641, timepoint 1	C0641_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739742	SRP307019	new	PRJNA695570	SAMN17618544	C0635_1F_1A	C0635-1F-1A_pair1.fastq.gz	C0635-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 635, timepoint 1	C0635_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739731	SRP307019	new	PRJNA695570	SAMN17618545	C0016_3F_1A	C0016-3F-1A_pair1.fastq.gz	C0016-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 16, timepoint 3	C0016_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740206	SRP307019	new	PRJNA695570	SAMN17618546	C0017_2F_1A	C0017-2F-1A_pair1.fastq.gz	C0017-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 17, timepoint 2	C0017_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
